Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"Super Chicken","Dead Tree Boulder > Flash Gordon Area > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/108227745/super-chicken,2.7,-1,Boulder,V1,1,10,33.81374,-116.64528
"Tom Slick","Dead Tree Boulder > Flash Gordon Area > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/108227750/tom-slick,2.4,-1,Boulder,V2,1,8,33.81374,-116.64528
Unknown,"Dead Tree Boulder > Flash Gordon Area > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/108227757/unknown,2.1,-1,Boulder,V3,1,12,33.81374,-116.64528
"Super Slick","Dead Tree Boulder > Flash Gordon Area > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/117356208/super-slick,3.0,-1,Boulder,V3,1,10,33.81374,-116.64528
"George of the Jungle","Dead Tree Boulder > Flash Gordon Area > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/108227736/george-of-the-jungle,2.0,-1,Boulder,V7,1,12,33.81374,-116.64528
"Rock Candy Arete","Rock Candy > Flash Gordon Area > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/109595272/rock-candy-arete,2.5,-1,Boulder,V0,1,12,33.82361,-116.63494
"Quinn's Dyno","Quinn's Boulder > Flash Gordon Area > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/117518294/quinns-dyno,3.0,-1,Boulder,V1,1,10,33.8141,-116.64499
"The Rhino","Rhino Boulder > Flash Gordon Area > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/117563361/the-rhino,2.0,-1,Boulder,V7,1,16,33.81363,-116.64461
"Take a Chance On Me","Abba Boulder (aka The Cube) > Shangri-La > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/107138914/take-a-chance-on-me,2.1,-1,Boulder,V1-2,1,7,33.81441,-116.64924
"Dancing Queen (aka The Cube)","Abba Boulder (aka The Cube) > Shangri-La > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106024290/dancing-queen-aka-the-cube,3.5,-1,Boulder,V5,1,15,33.81441,-116.64924
"March Arete","March Boulder > Shangri-La > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106485860/march-arete,2.7,-1,Boulder,V2+,1,16,33.81388,-116.64844
"Alphabet Soup","South Warm-up Boulder > Shangri-La > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/107767887/alphabet-soup,2.0,-1,Boulder,V0-,1,,33.81357,-116.64777
"Problem A","South Warm-up Boulder > Shangri-La > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106516841/problem-a,2.0,-1,Boulder,V0,1,12,33.81357,-116.64777
"Feel's like a Virgin","Boulder Cluster > Shangri-La > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/108190840/feels-like-a-virgin,3.6,-1,Boulder,"V3 R",1,16,33.81425,-116.64769
"The World's Hardest V2","Warm up Boulder > Shangri-La > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/108343869/the-worlds-hardest-v2,2.0,-1,Boulder,V1,1,10,33.81414,-116.64885
"Left Gold Crack","Gold Crack Boulder/Which Way Jose > Shangri-La > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/112008925/left-gold-crack,2.3,-1,Boulder,V3,1,12,33.81446,-116.64983
"Right Gold Crack","Gold Crack Boulder/Which Way Jose > Shangri-La > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/112008881/right-gold-crack,3.5,-1,Boulder,V5,1,12,33.81446,-116.64983
"Unnamed V7","Gold Crack Boulder/Which Way Jose > Shangri-La > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/108526185/unnamed-v7,2.0,-1,Boulder,V7,1,12,33.81446,-116.64983
"Left Gold Crack (Sit)","Gold Crack Boulder/Which Way Jose > Shangri-La > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/112008958/left-gold-crack-sit,3.0,-1,Boulder,V7,1,12,33.81446,-116.64983
"Which Way Jose","Gold Crack Boulder/Which Way Jose > Shangri-La > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/112009023/which-way-jose,4.0,-1,Boulder,V9,1,15,33.81446,-116.64983
Butterscotch,"Butterscotch Rock > Shangri-La > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/112009482/butterscotch,3.0,-1,Boulder,"V6 R",1,15,33.81488,-116.64786
"Hueco Shuffle","Hueco Boulder > The Dance Floor > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106505709/hueco-shuffle,3.0,-1,Boulder,V1,1,13,33.8159,-116.64911
"Hueco Shuffle - Left","Hueco Boulder > The Dance Floor > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106831988/hueco-shuffle-left,2.4,-1,Boulder,V2+,1,15,33.8159,-116.64911
"Hueco Shuffle - Direct","Hueco Boulder > The Dance Floor > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106922176/hueco-shuffle-direct,2.0,-1,Boulder,V3,1,13,33.8159,-116.64911
Breakdance,"Breakdance Boulder > The Dance Floor > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106505733/breakdance,2.5,-1,Boulder,V3,1,10,33.8159,-116.64911
"La Bocha de  Boogy","Breakdance Boulder > The Dance Floor > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106505722/la-bocha-de-boogy,1.9,-1,Boulder,V3,1,12,33.8159,-116.64911
Waltz,"Bitch Slap Boulder > The Dance Floor > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106505763/waltz,2.1,-1,Boulder,V1,1,12,33.8159,-116.64911
"Poorman's Darkhorse (aka Dances with Trees)","Bitch Slap Boulder > The Dance Floor > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/107766420/poormans-darkhorse-aka-dances-with-trees,2.7,-1,Boulder,V6,1,13,33.8159,-116.64911
"Bitch Slap","Bitch Slap Boulder > The Dance Floor > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/107202462/bitch-slap,2.5,-1,Boulder,V6,1,10,33.8159,-116.64911
"Line Dance","Swing Dance Boulder > The Dance Floor > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106832039/line-dance,2.2,-1,Boulder,V1+,1,12,33.81573,-116.64921
"Square Dance","Swing Dance Boulder > The Dance Floor > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106832057/square-dance,2.0,-1,Boulder,V3-4,1,10,33.81573,-116.64921
"Soul Train","Swing Dance Boulder > The Dance Floor > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106832023/soul-train,3.0,-1,Boulder,V7,1,15,33.81573,-116.64921
"Swing Dance","Swing Dance Boulder > The Dance Floor > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106832048/swing-dance,3.1,-1,Boulder,V7,1,15,33.81573,-116.64921
"Crack Line","El Diablo Boulder > The Dance Floor > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106832085/crack-line,2.5,-1,Boulder,"V2 PG13",1,15,33.81581,-116.64929
"Patina Line","El Diablo Boulder > The Dance Floor > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/107203160/patina-line,2.6,-1,Boulder,V2-3,1,,33.81581,-116.64929
"El Diablo","El Diablo Boulder > The Dance Floor > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106832079/el-diablo,2.5,-1,Boulder,"V5 PG13",1,15,33.81581,-116.64929
"Mystic Rhythms","Mystic Rhythms Boulder > The Dance Floor > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106832155/mystic-rhythms,2.9,-1,Boulder,V6,1,10,33.8159,-116.64911
"Problem B","Flake Boulder > The Dance Floor > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106832197/problem-b,2.0,-1,Boulder,V2,1,12,33.8159,-116.64911
Split,"Bowling Pin Boulder > The Dance Floor > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/110732467/split,2.0,-1,Boulder,V3,1,15,33.8159,-116.64911
"The Swedge","Swedge Boulder > The Dance Floor > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/108229724/the-swedge,3.4,-1,Boulder,V5,1,10,33.81637,-116.64916
"The Angry Beaver","Beaver Boulder > The Dance Floor > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/108911892/the-angry-beaver,1.9,-1,Boulder,V8,1,,33.81578,-116.64884
"Humpin' the Walrus","Walrus Boulder > The Dance Floor > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/109141480/humpin-the-walrus,3.0,-1,Boulder,V4,1,,33.81594,-116.64914
"Morgan Crack","Morgan Crack Boulder > The Dance Floor > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/111899941/morgan-crack,2.7,-1,Boulder,"V0 PG13",1,25,33.81621,-116.64892
"Humpin' the Whale","Life/Death Boulders > The Dance Floor > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/112066083/humpin-the-whale,2.0,-1,Boulder,V3,1,7,33.81589,-116.64948
"Red Spark","Blue Flame Boulder > The Beach > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106832220/red-spark,2.6,-1,Boulder,V5-6,1,12,33.81636,-116.64888
"Blue Flame","Blue Flame Boulder > The Beach > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106832225/blue-flame,2.8,-1,Boulder,V7,1,10,33.81636,-116.64888
"The Cackler","Blue Flame Boulder > The Beach > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/113756820/the-cackler,2.0,-1,Boulder,V9,1,8,33.81636,-116.64888
"Stretch Armstrong","Blue Flame Boulder > The Beach > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/108754138/stretch-armstrong,4.0,-1,Boulder,V10,1,12,33.81636,-116.64888
"The Outcast (aka Don's Dyno)","Dyno Boulder > The Beach > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106832268/the-outcast-aka-dons-dyno,2.4,-1,Boulder,V5,1,8,33.81657,-116.6482
"Paul's Cock Rocks","Paul's Rock > The Beach > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/109423982/pauls-cock-rocks,2.0,-1,Boulder,V3,1,,33.81671,-116.64839
"Paul Rocks","Paul's Rock > The Beach > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106832285/paul-rocks,2.5,-1,Boulder,V4,1,10,33.81671,-116.64839
"Tram Pass","Tram Boulder > The Beach > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106832311/tram-pass,2.1,-1,Boulder,V2-3,1,8,33.81678,-116.64791
"Reverse Traverse","Tram Boulder > The Beach > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/112009074/reverse-traverse,2.2,-1,Boulder,V4,1,12,33.81678,-116.64791
"Memory Loss","Tram Boulder > The Beach > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106832320/memory-loss,2.4,-1,Boulder,V6,1,10,33.81678,-116.64791
"Tramslot Traverse","Tram Boulder > The Beach > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/108358803/tramslot-traverse,2.4,-1,Boulder,V7,1,10,33.81678,-116.64791
"Annual Pass AKA Ass Drag Traverse","Tram Boulder > The Beach > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/114414259/annual-pass-aka-ass-drag-traverse,3.0,-1,Boulder,V7-8,1,12,33.81678,-116.64791
Moonwalker,"Swiss Cheese Boulder > The Beach > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/112918458/moonwalker,2.0,-1,Boulder,V3,1,15,33.81664,-116.64807
Hinge,"Swiss Cheese Boulder > The Beach > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106832337/hinge,2.0,-1,Boulder,V3,1,15,33.81664,-116.64807
"Poorman's Traverse","Poorman's Slashface Boulder > The Beach > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/108079628/poormans-traverse,1.8,-1,Boulder,V1,1,15,33.81664,-116.64807
Railer,"Railer Boulder > The Beach > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/107215850/railer,2.5,-1,Boulder,V3,1,10,33.81751,-116.64752
Propane,"Methane Boulder > The Beach > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/107241969/propane,2.0,-1,Boulder,V2,1,8,33.81669,-116.64831
"Methane Direct","Methane Boulder > The Beach > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/107241980/methane-direct,2.0,-1,Boulder,V4,1,10,33.81669,-116.64831
Methane,"Methane Boulder > The Beach > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/107241944/methane,2.6,-1,Boulder,V5,1,15,33.81669,-116.64831
Methamphetamine,"Methane Boulder > The Beach > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/111979072/methamphetamine,2.0,-1,Boulder,V7,1,14,33.81669,-116.64831
"Obe Problem Direct","Obe Boulder > The Beach > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/107697623/obe-problem-direct,3.0,-1,Boulder,V4,1,15,33.81725,-116.64806
"Obe Problem Right","Obe Boulder > The Beach > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/117111001/obe-problem-right,2.0,-1,Boulder,V5-6,1,15,33.81725,-116.64806
Dragonfly,"Obe Boulder > The Beach > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/117656827/dragonfly,3.0,-1,Boulder,V6,1,10,33.81725,-116.64806
"All Seeing Eye of the Great Architect of the Universe","Conspiracy Boulder > The Beach > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/107697696/all-seeing-eye-of-the-great-architect-of-the-universe,3.0,-1,Boulder,V2,1,15,33.81806,-116.64637
Illuminatrix,"Conspiracy Boulder > The Beach > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/108240960/illuminatrix,4.0,-1,Boulder,"V4 PG13",1,13,33.81806,-116.64637
"Free Mason","Conspiracy Boulder > The Beach > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/113128685/free-mason,2.6,-1,Boulder,V5,1,14,33.81806,-116.64637
"Carribean Cocktail","Dyke Boulder > The Beach > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/108079606/carribean-cocktail,2.5,-1,Boulder,V2,1,10,33.81664,-116.64807
"Hold Your Fire","Hold Your Fire Boulder > The Beach > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/108186238/hold-your-fire,2.3,-1,Boulder,V6-7,1,12,33.81746,-116.64759
"Steep Sharma Arete","Sharma Boulder > The Beach > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/108754226/steep-sharma-arete,3.7,-1,Boulder,V9-10,1,12,33.81684,-116.64859
"Dyno Problem","Dyno Boulder 2 > The Beach > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/109083347/dyno-problem,3.0,-1,Boulder,V4,1,,33.81427,-116.64575
"Roof Problem","Rotten Roof Boulder > The Beach > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/111978994/roof-problem,2.3,-1,Boulder,V1,1,7,33.81684,-116.64837
"Ride the Llama","Llama Boulder > The Beach > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/117278632/ride-the-llama,2.0,-1,Boulder,V3-,1,8,33.81685,-116.64787
"Glass Jugs","Glass Boulder > Boardwalk Area > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106859677/glass-jugs,2.0,-1,Boulder,V-easy,1,16,33.81722,-116.64884
"Glass Traverse","Glass Boulder > Boardwalk Area > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106859688/glass-traverse,2.9,-1,Boulder,V-easy,1,25,33.81722,-116.64884
"Heart of Glass","Glass Boulder > Boardwalk Area > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106859709/heart-of-glass,2.0,-1,Boulder,V-easy,1,16,33.81722,-116.64884
"Glass Direct","Glass Boulder > Boardwalk Area > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106859697/glass-direct,2.6,-1,Boulder,V0,1,16,33.81722,-116.64884
"Glass Indirect","Glass Boulder > Boardwalk Area > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106859703/glass-indirect,2.6,-1,Boulder,V2,1,16,33.81722,-116.64884
"Glass Slippers","Glass Boulder > Boardwalk Area > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/107176503/glass-slippers,2.0,-1,Boulder,V4,1,10,33.81722,-116.64884
"Over the Boardwalk","Boardwalk Boulder - NW Face > Boardwalk Boulder > Boardwalk Area > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/107202449/over-the-boardwalk,2.8,-1,Boulder,V7,1,12,33.81738,-116.64868
"Left Hand of Darkness","Boardwalk Boulder - NW Face > Boardwalk Boulder > Boardwalk Area > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/111599523/left-hand-of-darkness,4.0,-1,Boulder,V9,1,12,33.81738,-116.64868
"Soul Shine","Boardwalk Boulder - NW Face > Boardwalk Boulder > Boardwalk Area > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/112809664/soul-shine,2.0,-1,Boulder,V10,1,10,33.81738,-116.64868
"The Right Road (aka Soul Darkness)","Boardwalk Boulder - NW Face > Boardwalk Boulder > Boardwalk Area > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/112818129/the-right-road-aka-soul-darkness,4.0,-1,Boulder,V10,1,12,33.81738,-116.64868
Catwalk,"Boardwalk Boulder - SE Face > Boardwalk Boulder > Boardwalk Area > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106861328/catwalk,2.0,-1,Boulder,V0,1,15,33.81743,-116.64865
"Under the Boardwalk","Boardwalk Boulder - SE Face > Boardwalk Boulder > Boardwalk Area > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/108532679/under-the-boardwalk,2.0,-1,Boulder,V5,1,12,33.81743,-116.64865
"Electric Eye","Unison Rock > Boardwalk Area > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/107176574/electric-eye,2.7,-1,Boulder,"V3 R",1,20,33.81716,-116.6485
Beige,"The Bermuda Triangle Boulder > Boardwalk Area > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/108610353/beige,2.5,-1,Boulder,V2,1,14,33.81723,-116.64991
"Blade Runner","The Bermuda Triangle Boulder > Boardwalk Area > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/108610346/blade-runner,3.0,-1,Boulder,V4,1,14,33.81723,-116.64991
Aquaman,"Aquaman Boulder > Boardwalk Area > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/108905822/aquaman,2.4,-1,Boulder,V4,1,10,33.81706,-116.64867
"Power Windows","Dead Tree Boulder > The Alcove > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106922243/power-windows,3.1,-1,Boulder,V6,1,15,33.81614,-116.64795
Slabarific,"Slab Boulder > The Alcove > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106922338/slabarific,2.6,-1,Boulder,V1,1,15,33.81615,-116.64779
"Time Stands Still","Time Boulder > The Alcove > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106922373/time-stands-still,2.8,-1,Boulder,"V4 PG13",1,18,33.81622,-116.64778
"The Patriot","Patriot Boulder > The Alcove > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106922310/the-patriot,2.0,-1,Boulder,V2,1,12,33.81626,-116.64759
Tomahawk,"Patriot Boulder > The Alcove > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106922319/tomahawk,3.3,-1,Boulder,V5+,1,12,33.81626,-116.64759
"Problem A","Emerald City > The West Rim > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/107176641/problem-a,2.5,-1,Boulder,V0,1,20,33.81759,-116.64934
"Emerald City","Emerald City > The West Rim > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/107176656/emerald-city,3.8,-1,Boulder,"V0 PG13",1,20,33.81759,-116.64934
"Problem B","Emerald City > The West Rim > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/107176674/problem-b,2.5,-1,Boulder,"V1 R",1,13,33.81759,-116.64934
Tri-Nitro-Toulumne,"Emerald City > The West Rim > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/107176665/tri-nitro-toulumne,3.6,-1,Boulder,"V3 PG13",1,20,33.81759,-116.64934
"House of Pain","Emerald City > The West Rim > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/110332706/house-of-pain,4.0,-1,Boulder,V6,1,20,33.81759,-116.64934
"Ruby Slippers","Cave Passage Boulder > The West Rim > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/107176697/ruby-slippers,2.0,-1,Boulder,V0+,1,10,33.818,-116.64916
"Problem A","Cave Passage Boulder > The West Rim > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/107176708/problem-a,2.0,-1,Boulder,V3+,1,9,33.818,-116.64916
"Old's Cool","Old Boulder > The West Rim > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/107176816/olds-cool,2.0,-1,Boulder,V-easy,1,12,33.818,-116.64916
"Problem B","Old Boulder > The West Rim > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/107176747/problem-b,2.0,-1,Boulder,V0,1,11,33.818,-116.64916
"Problem B","Young Boulder > The West Rim > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/107176786/problem-b,2.0,-1,Boulder,V0,1,8,33.818,-116.64916
"Problem A","Young Boulder > The West Rim > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/107176757/problem-a,2.0,-1,Boulder,V1,1,8,33.818,-116.64916
"Cracked Patina","Young Boulder > The West Rim > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/107176780/cracked-patina,3.0,-1,Boulder,"V1 PG13",1,13,33.818,-116.64916
"Problem A Sit Start","Young Boulder > The West Rim > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/107176764/problem-a-sit-start,2.0,-1,Boulder,V3,1,8,33.818,-116.64916
"Only The Good Die Young","Young Boulder > The West Rim > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/107176770/only-the-good-die-young,3.4,-1,Boulder,V6,1,14,33.818,-116.64916
"Roof Jugs","Roof Jugs > The West Rim > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/110298396/roof-jugs,3.0,-1,Boulder,V2,1,20,33.81779,-116.64914
"Roof Jugs Variation","Roof Jugs > The West Rim > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/110298418/roof-jugs-variation,2.8,-1,Boulder,V3,1,16,33.81779,-116.64914
"But of Quartz","Quartz Boulder > The West Rim > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/115688410/but-of-quartz,2.0,-1,Boulder,V2,1,12,33.81757,-116.64966
Envy,"The East Rim > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/113291911/envy,3.0,-1,Boulder,V5,1,12,33.81518,-116.64567
"The Barefoot Sharma Arete","The East Rim > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/108881369/the-barefoot-sharma-arete,3.3,-1,Boulder,V8,1,10,33.81518,-116.64567
"Jet Li","The All Day Boulder > Kung Fu Canyon > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106492567/jet-li,2.0,-1,Boulder,"V0 R",1,8,33.81167,-116.64831
"Chai Tea","The All Day Boulder > Kung Fu Canyon > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106494227/chai-tea,1.8,-1,Boulder,V1+,1,15,33.81167,-116.64831
"Don's Overhang","The All Day Boulder > Kung Fu Canyon > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/110451581/dons-overhang,2.0,-1,Boulder,V4,1,12,33.81167,-116.64831
"The One","The All Day Boulder > Kung Fu Canyon > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106492586/the-one,2.2,-1,Boulder,V6,1,8,33.81167,-116.64831
"Paper Dragon","The All Day Boulder > Kung Fu Canyon > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/113040778/paper-dragon,2.5,-1,Boulder,V10,1,8,33.81167,-116.64831
"Game of Death","Game of Death Boulder > Kung Fu Canyon > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106495150/game-of-death,2.9,-1,Boulder,V4,1,15,33.81175,-116.6484
"Snake Eyes","Roll the Bones Boulder > Kung Fu Canyon > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/108167476/snake-eyes,2.1,-1,Boulder,V4,1,9,33.8129,-116.6492
"Roll the Bones","Roll the Bones Boulder > Kung Fu Canyon > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/108167419/roll-the-bones,2.0,-1,Boulder,V6,1,8,33.8129,-116.6492
"Mortal Kombat","Mortal Kombat Boulder > Kung Fu Canyon > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/108186211/mortal-kombat,2.0,-1,Boulder,V5,1,10,33.81261,-116.64912
